zone_id,area_category,max_capacity,fixed_seating,bottleneck_prone,queue_prone,zone_priority
ZONE_05035,4,887,1,1,1,2
ZONE_05036,3,2665,1,0,0,2
ZONE_05037,4,2859,1,0,1,1
ZONE_05038,8,2466,0,0,0,1
ZONE_05039,6,2193,1,1,0,1
ZONE_05040,4,2755,1,1,1,1
ZONE_05041,6,1994,0,0,1,2
ZONE_05042,2,2951,0,1,0,3
ZONE_05043,4,2172,1,1,0,3
ZONE_05044,2,917,0,0,1,2
ZONE_05045,0,1985,1,0,0,1
ZONE_05046,1,2026,1,1,0,5
ZONE_05047,2,1654,1,0,1,2
ZONE_05048,0,1244,1,0,0,4
ZONE_05049,2,2777,0,1,0,4
ZONE_05050,2,1710,0,0,1,1
ZONE_05051,8,1321,1,0,0,4
ZONE_05052,3,2075,0,1,0,2
ZONE_05053,4,2666,0,0,0,1
ZONE_05054,2,746,1,0,0,5
ZONE_05055,6,950,1,0,1,2
ZONE_05056,9,2920,0,0,0,4
ZONE_05057,6,2354,0,0,1,1
ZONE_05058,7,1218,1,1,1,3
ZONE_05059,8,2081,0,0,0,2
ZONE_05060,6,2614,0,1,1,1
ZONE_05061,7,2615,1,0,0,2
ZONE_05062,9,1732,1,1,1,4
ZONE_05063,4,1147,0,0,0,3
ZONE_05064,1,2538,0,1,0,1
ZONE_05065,9,2992,1,0,1,4
ZONE_05066,9,1505,0,0,0,1
ZONE_05067,1,1328,1,1,1,2
ZONE_05068,5,1910,0,1,1,2
ZONE_05069,5,840,1,0,1,1
ZONE_05070,4,2669,0,0,0,5
ZONE_05071,8,1163,1,1,0,3
ZONE_05072,7,1237,0,1,0,1
ZONE_05073,6,1982,0,0,0,3
ZONE_05074,3,2173,1,1,0,2
ZONE_05075,6,1887,0,0,1,2
ZONE_05076,7,1190,1,0,0,1
ZONE_05077,5,1912,0,1,1,3
ZONE_05078,7,2461,0,0,1,2
ZONE_05079,0,2525,0,1,0,5
ZONE_05080,0,2813,0,1,1,2
ZONE_05081,9,1659,1,0,0,5
ZONE_05082,3,1267,0,0,0,1
ZONE_05083,2,2317,1,0,0,2
ZONE_05084,5,2061,0,0,0,4
ZONE_05085,2,2128,1,0,1,2
ZONE_05086,2,2423,0,0,1,2
ZONE_05087,2,2720,0,0,1,2
ZONE_05088,7,2046,1,1,1,2
ZONE_05089,3,691,1,1,0,2
ZONE_05090,3,1362,0,1,1,4
ZONE_05091,4,1559,1,0,1,3
ZONE_05092,0,2834,1,0,1,2
ZONE_05093,9,1301,0,1,0,4
ZONE_05094,3,2769,1,0,0,3
ZONE_05095,0,2383,1,1,1,3
ZONE_05096,1,1619,1,0,0,1
ZONE_05097,5,2262,1,0,1,5
ZONE_05098,8,1378,1,1,0,2
ZONE_05099,7,1438,1,1,0,2
ZONE_05100,6,1543,0,1,1,1
ZONE_05101,7,1589,0,1,0,3
ZONE_05102,3,1445,1,1,0,2
ZONE_05103,0,2519,0,1,0,3
ZONE_05104,9,1736,0,0,1,1
ZONE_05105,1,1142,1,0,0,2
ZONE_05106,0,1338,0,0,1,4
ZONE_05107,5,2468,0,1,0,2
ZONE_05108,3,1452,1,1,1,2
ZONE_05109,4,2565,1,0,1,4
ZONE_05110,4,1068,0,0,0,5
ZONE_05111,9,1372,0,1,0,4
ZONE_05112,9,615,1,0,1,1
ZONE_05113,7,1081,0,0,0,3
ZONE_05114,5,2618,1,0,1,2
ZONE_05115,6,2134,1,1,0,4
ZONE_05116,0,801,1,0,1,5
ZONE_05117,9,1498,1,1,0,5
ZONE_05118,2,2770,1,0,1,1
ZONE_05119,5,2559,0,1,1,3
ZONE_05120,7,1260,0,0,0,3
ZONE_05121,7,1685,0,0,0,4
ZONE_05122,1,505,1,0,1,4
ZONE_05123,5,588,0,1,0,2
ZONE_05124,9,2100,0,0,1,1
ZONE_05125,6,2798,0,0,1,1
ZONE_05126,5,1347,0,1,1,1
ZONE_05127,6,866,0,0,0,5
ZONE_05128,9,2346,0,1,0,4
ZONE_05129,5,2177,1,0,0,3
ZONE_05130,6,1692,0,0,0,2
ZONE_05131,7,1068,1,0,1,1
ZONE_05132,0,2026,1,1,1,2
ZONE_05133,8,1115,1,1,1,5
ZONE_05134,5,2171,0,0,1,1
ZONE_05135,8,2913,0,1,1,4
ZONE_05136,8,1400,0,1,1,4
ZONE_05137,1,1710,0,0,1,1
ZONE_05138,0,661,1,1,1,3
ZONE_05139,6,2115,0,0,0,1
ZONE_05140,1,2243,1,1,1,2
ZONE_05141,3,619,1,1,1,5
ZONE_05142,4,670,1,1,1,2
ZONE_05143,8,806,0,1,0,4
ZONE_05144,8,1968,0,0,1,1
ZONE_05145,5,944,0,1,1,3
ZONE_05146,5,533,1,0,0,2
ZONE_05147,5,871,0,1,0,5
ZONE_05148,7,2308,1,1,0,4
ZONE_05149,7,781,1,1,1,5
ZONE_05150,9,2948,0,1,1,2
ZONE_05151,4,2007,1,0,1,5
ZONE_05152,1,2618,0,1,0,5
ZONE_05153,1,1310,0,1,1,3
ZONE_05154,8,2606,1,1,1,2
ZONE_05155,9,2786,1,1,0,1
ZONE_05156,5,2300,0,0,0,4
ZONE_05157,9,1717,0,0,0,2
ZONE_05158,1,502,1,0,1,5
ZONE_05159,6,1077,0,1,1,4
ZONE_05160,0,2987,0,1,0,3
ZONE_05161,8,607,0,1,0,5
ZONE_05162,2,1192,0,1,0,5
ZONE_05163,0,689,0,0,0,5
ZONE_05164,7,2362,1,0,1,1
ZONE_05165,9,757,1,1,1,2
ZONE_05166,9,2688,0,0,0,4
ZONE_05167,5,2468,1,1,0,5
ZONE_05168,0,2643,1,1,0,5
ZONE_05169,4,888,0,1,1,2
ZONE_05170,6,922,0,1,0,4
ZONE_05171,9,1351,0,0,1,2
ZONE_05172,7,2131,0,1,0,2
ZONE_05173,3,2012,0,1,1,5
ZONE_05174,5,720,0,1,1,1
ZONE_05175,1,1488,0,1,0,2
ZONE_05176,6,2751,1,1,0,5
ZONE_05177,0,1414,1,0,0,2
ZONE_05178,5,2122,0,0,1,3
ZONE_05179,3,916,0,1,1,1
ZONE_05180,7,947,1,1,1,4
ZONE_05181,7,1248,1,0,1,3
ZONE_05182,3,1885,0,0,1,4
ZONE_05183,8,1323,0,0,0,3
ZONE_05184,6,2072,1,0,1,1
ZONE_05185,9,823,1,0,0,4
ZONE_05186,2,1100,1,0,1,1
ZONE_05187,2,979,0,0,0,5
ZONE_05188,1,1915,1,0,0,1
ZONE_05189,4,2605,1,0,0,1
ZONE_05190,3,2865,1,1,0,5
ZONE_05191,8,2989,1,1,1,3
ZONE_05192,6,2232,0,0,0,3
ZONE_05193,5,2315,0,0,1,4
ZONE_05194,1,2342,1,0,1,2
ZONE_05195,9,2299,1,0,0,4
ZONE_05196,3,1354,0,1,1,5
ZONE_05197,8,2731,0,1,0,5
ZONE_05198,1,1199,0,1,0,2
ZONE_05199,1,633,0,0,0,1
ZONE_05200,2,2747,1,1,0,1
ZONE_05201,9,2738,1,1,1,5
ZONE_05202,9,2623,1,0,0,3
ZONE_05203,3,2263,0,1,0,4
ZONE_05204,9,2974,0,0,0,2
ZONE_05205,6,1463,1,0,0,1
ZONE_05206,7,2710,1,1,1,4
ZONE_05207,0,1513,1,1,1,5
ZONE_05208,2,1966,0,1,1,4
ZONE_05209,1,1153,1,1,1,3
ZONE_05210,8,2281,1,0,0,4
ZONE_05211,3,2974,0,0,0,5
ZONE_05212,9,2242,1,0,0,5
ZONE_05213,9,720,1,0,1,4
ZONE_05214,6,958,0,1,0,4
ZONE_05215,1,1392,1,0,0,4
ZONE_05216,3,1594,1,1,1,4
ZONE_05217,1,1159,1,0,0,5
ZONE_05218,3,704,1,0,0,1
ZONE_05219,1,2101,0,0,1,5
ZONE_05220,0,518,1,0,0,5
ZONE_05221,9,1522,1,1,0,4
ZONE_05222,6,2234,1,1,1,3
ZONE_05223,1,2663,0,1,0,2
ZONE_05224,7,1579,1,0,0,2
ZONE_05225,2,2446,1,0,1,1
ZONE_05226,1,2773,1,1,0,2
ZONE_05227,0,903,0,1,0,1
ZONE_05228,9,2070,0,0,1,2
ZONE_05229,7,2185,1,1,0,4
ZONE_05230,8,1377,1,1,1,1
ZONE_05231,6,2195,1,1,0,4
ZONE_05232,0,2452,0,0,1,2
ZONE_05233,7,543,1,0,1,5
ZONE_05234,1,2664,0,0,1,4
ZONE_05235,4,1685,1,1,0,1
ZONE_05236,4,619,1,1,1,4
ZONE_05237,4,805,1,1,1,3
ZONE_05238,4,1040,0,1,1,5
ZONE_05239,9,1054,0,1,1,5
ZONE_05240,4,739,0,0,1,2
ZONE_05241,5,2539,1,0,1,5
ZONE_05242,8,2289,0,1,0,4
ZONE_05243,7,2592,0,1,0,3
ZONE_05244,5,2667,0,1,1,4
ZONE_05245,3,2531,0,0,1,4
ZONE_05246,5,2853,1,0,0,3
ZONE_05247,5,1217,0,0,1,5
ZONE_05248,1,1449,0,1,0,3
ZONE_05249,7,2233,0,1,0,4
ZONE_05250,2,1504,1,1,1,4
ZONE_05251,5,1907,1,0,0,2
ZONE_05252,4,1803,0,1,0,3
ZONE_05253,2,670,1,0,0,2
ZONE_05254,4,1490,0,1,0,5
ZONE_05255,7,1877,0,0,1,5
ZONE_05256,0,822,0,0,1,4
ZONE_05257,8,1524,0,0,0,4
ZONE_05258,3,977,0,0,0,2
ZONE_05259,3,893,1,1,1,1
ZONE_05260,6,1173,0,0,0,5
ZONE_05261,7,1227,1,0,1,1
ZONE_05262,5,2702,0,0,0,1
ZONE_05263,8,973,1,1,1,4
ZONE_05264,0,557,0,1,1,3
ZONE_05265,7,871,0,0,1,3
ZONE_05266,4,2081,0,1,1,2
ZONE_05267,6,659,0,1,1,1
ZONE_05268,0,2366,1,1,1,2
ZONE_05269,4,2881,0,0,1,2
ZONE_05270,2,1338,0,1,0,5
ZONE_05271,9,1031,1,1,0,1
ZONE_05272,9,636,0,0,1,3
ZONE_05273,5,1789,1,0,0,2
ZONE_05274,4,1638,1,1,1,3
ZONE_05275,5,2228,0,1,1,4
ZONE_05276,6,1433,0,1,0,5
ZONE_05277,5,2579,1,1,0,2
ZONE_05278,5,1931,0,0,0,4
ZONE_05279,8,1187,1,1,0,3
ZONE_05280,4,1665,1,0,0,4
ZONE_05281,5,1279,0,1,1,3
ZONE_05282,3,825,0,0,0,4
ZONE_05283,0,2407,1,1,1,1
ZONE_05284,6,2681,1,1,0,1
ZONE_05285,6,622,1,1,0,2
ZONE_05286,3,2547,0,0,1,1
ZONE_05287,7,1953,0,1,1,1
ZONE_05288,3,2714,0,1,1,2
ZONE_05289,7,2071,1,1,1,1
ZONE_05290,7,898,1,0,0,1
ZONE_05291,5,1830,0,0,1,2
ZONE_05292,3,2762,0,0,1,3
ZONE_05293,5,2179,1,1,0,1
ZONE_05294,2,1990,0,0,0,4
ZONE_05295,4,2450,0,0,0,4
ZONE_05296,5,2310,1,0,0,2
ZONE_05297,2,2804,0,1,0,3
ZONE_05298,7,1299,1,0,1,1
ZONE_05299,5,1645,1,0,1,4
ZONE_05300,3,1691,1,0,0,1
ZONE_05301,1,879,0,0,1,3
ZONE_05302,0,1258,0,0,1,1
ZONE_05303,6,1966,0,0,0,3
ZONE_05304,0,1609,1,1,0,2
ZONE_05305,7,1071,0,0,0,1
ZONE_05306,8,1985,0,0,0,1
ZONE_05307,7,2377,0,0,0,3
ZONE_05308,5,674,0,1,0,1
ZONE_05309,2,1261,0,0,0,3
ZONE_05310,9,1742,1,0,1,4
ZONE_05311,1,2884,1,1,0,5
ZONE_05312,0,1777,0,0,0,5
ZONE_05313,6,2523,1,1,1,3
ZONE_05314,0,2455,1,0,1,2
ZONE_05315,6,1574,1,1,1,2
ZONE_05316,0,1557,0,0,1,5
ZONE_05317,4,1701,1,0,1,2
ZONE_05318,9,1516,0,1,1,5
ZONE_05319,8,2525,0,1,0,4
ZONE_05320,9,2302,0,1,0,3
ZONE_05321,2,2514,1,0,1,3
ZONE_05322,8,2077,0,1,0,2
ZONE_05323,3,1173,0,1,1,4
ZONE_05324,1,918,0,1,0,3
ZONE_05325,4,1664,1,1,1,2
ZONE_05326,0,2562,0,1,0,4
ZONE_05327,9,1985,1,1,0,5
ZONE_05328,2,1899,1,1,1,4
ZONE_05329,4,903,1,1,1,3
ZONE_05330,7,2014,0,1,0,2
ZONE_05331,2,1019,0,0,0,5
ZONE_05332,0,2857,1,1,1,5
ZONE_05333,8,2000,1,0,0,1
ZONE_05334,3,2179,0,0,0,1
ZONE_05335,3,1318,0,1,0,5
ZONE_05336,0,2705,0,1,1,4
ZONE_05337,2,1856,1,1,0,5
ZONE_05338,3,1441,1,1,0,3
ZONE_05339,6,1437,1,0,1,3
ZONE_05340,4,1291,1,1,0,3
ZONE_05341,6,2845,0,0,1,5
ZONE_05342,5,2344,1,0,1,1
ZONE_05343,4,2934,1,1,1,2
ZONE_05344,4,2191,0,0,0,4
ZONE_05345,8,2558,0,1,1,2
ZONE_05346,9,985,0,1,1,4
ZONE_05347,1,1376,1,0,1,2
ZONE_05348,1,2537,0,0,1,5
ZONE_05349,8,2196,0,1,0,4
ZONE_05350,5,2588,0,0,1,4
ZONE_05351,7,2674,0,1,1,5
ZONE_05352,6,2431,0,0,1,4
ZONE_05353,2,2318,1,1,0,1
ZONE_05354,4,2805,1,0,0,2
ZONE_05355,3,1181,1,1,1,3
ZONE_05356,1,721,1,1,0,1
ZONE_05357,7,523,1,0,1,4
ZONE_05358,3,1129,0,0,1,5
ZONE_05359,0,2257,0,1,1,3
ZONE_05360,2,1117,1,1,1,4
ZONE_05361,1,2116,0,1,0,5
ZONE_05362,9,1995,0,0,0,5
ZONE_05363,7,1445,1,1,1,4
ZONE_05364,0,1881,0,1,1,1
ZONE_05365,3,1879,1,1,0,5
ZONE_05366,7,822,1,0,1,5
ZONE_05367,0,2262,1,1,1,2
ZONE_05368,9,902,0,0,0,4
ZONE_05369,0,2073,0,1,0,1
ZONE_05370,1,618,1,0,1,1
ZONE_05371,4,1680,0,1,1,3
ZONE_05372,0,2504,1,0,0,4
ZONE_05373,2,731,1,0,0,5
ZONE_05374,5,2212,1,1,1,2
ZONE_05375,2,2066,1,0,1,1
ZONE_05376,9,2107,1,1,1,3
ZONE_05377,9,2042,0,0,0,3
ZONE_05378,3,2275,1,0,1,5
ZONE_05379,5,1496,0,1,1,4
ZONE_05380,4,1358,0,1,1,4
ZONE_05381,2,1620,0,1,1,1
ZONE_05382,3,2995,0,0,1,3
ZONE_05383,4,1553,0,1,1,2
ZONE_05384,1,2042,1,0,0,4
ZONE_05385,8,1446,0,1,0,2
ZONE_05386,8,823,0,1,1,4
ZONE_05387,8,746,0,1,1,3
ZONE_05388,9,2258,0,1,1,4
ZONE_05389,4,2851,1,1,1,3
ZONE_05390,4,1071,0,1,0,3
ZONE_05391,4,1827,0,1,1,5
ZONE_05392,1,2187,1,0,1,5
ZONE_05393,2,1881,1,1,0,3
ZONE_05394,5,1854,1,1,1,5
ZONE_05395,0,2565,1,1,1,3
ZONE_05396,7,1473,1,0,0,5
ZONE_05397,0,1531,0,0,0,5
ZONE_05398,9,1559,1,0,0,3
ZONE_05399,2,1529,1,0,1,4
ZONE_05400,4,1927,1,0,0,3
ZONE_05401,5,2075,1,1,1,5
ZONE_05402,8,2504,1,0,1,5
ZONE_05403,6,2343,0,0,0,4
ZONE_05404,2,596,1,0,1,3
ZONE_05405,8,2230,0,1,1,4
ZONE_05406,0,2591,0,1,0,1
ZONE_05407,9,1382,1,0,0,1
ZONE_05408,5,984,1,0,0,5
ZONE_05409,0,1257,1,1,0,5
ZONE_05410,6,2393,0,1,1,3
ZONE_05411,5,2795,1,0,1,5
ZONE_05412,9,1516,0,1,0,1
ZONE_05413,0,2396,0,0,0,1
ZONE_05414,6,1162,1,1,0,3
ZONE_05415,8,2550,0,0,0,4
ZONE_05416,4,1434,0,1,1,2
ZONE_05417,3,647,1,0,0,3
ZONE_05418,6,749,1,1,1,1
ZONE_05419,1,1987,1,0,1,5
ZONE_05420,8,1678,0,0,0,1
ZONE_05421,9,2957,0,1,1,4
ZONE_05422,9,2232,1,1,0,2
ZONE_05423,6,2705,0,1,1,2
ZONE_05424,6,1097,0,0,1,2
ZONE_05425,7,1103,1,1,1,2
ZONE_05426,8,996,1,1,0,3
ZONE_05427,3,1762,1,0,1,3
ZONE_05428,7,2142,0,1,1,2
ZONE_05429,3,775,1,1,0,1
ZONE_05430,6,2139,1,0,0,2
ZONE_05431,3,2482,0,1,0,1
ZONE_05432,5,2382,1,0,1,5
ZONE_05433,9,810,1,1,1,3
ZONE_05434,5,1125,1,1,0,3
ZONE_05435,1,1983,1,1,0,4
ZONE_05436,1,1663,0,1,1,3
ZONE_05437,4,2580,1,0,0,1
ZONE_05438,7,959,1,1,0,3
ZONE_05439,0,1561,0,1,0,3
ZONE_05440,9,2351,0,0,1,2
ZONE_05441,3,1153,1,0,0,5
ZONE_05442,3,1383,1,1,1,2
ZONE_05443,1,1158,1,1,0,2
ZONE_05444,1,811,0,0,1,3
ZONE_05445,4,758,0,1,0,2
ZONE_05446,9,2471,1,0,0,5
ZONE_05447,6,772,0,0,0,1
ZONE_05448,9,1328,0,1,1,5
ZONE_05449,1,997,0,1,1,4
ZONE_05450,0,1487,0,1,0,2
ZONE_05451,4,1124,0,1,1,5
ZONE_05452,2,971,1,0,1,1
ZONE_05453,7,1714,0,1,0,5
ZONE_05454,1,710,1,0,1,2
ZONE_05455,0,862,0,1,1,4
ZONE_05456,7,2341,1,0,1,2
ZONE_05457,1,840,0,0,1,4
ZONE_05458,7,2709,0,1,1,2
ZONE_05459,6,1536,0,1,0,1
ZONE_05460,3,1712,0,0,0,5
ZONE_05461,2,1649,0,1,1,1
ZONE_05462,7,1847,0,0,1,4
ZONE_05463,6,1499,0,0,0,3
ZONE_05464,9,2703,0,1,0,4
ZONE_05465,6,2632,0,0,1,2
ZONE_05466,5,1155,1,1,1,4
ZONE_05467,9,1194,0,1,1,5
ZONE_05468,2,809,0,1,1,5
ZONE_05469,1,2232,1,0,1,1
ZONE_05470,6,2800,0,0,0,2
ZONE_05471,0,1600,0,1,1,5
ZONE_05472,7,1236,0,1,0,3
ZONE_05473,7,2967,1,1,1,1
ZONE_05474,4,1499,1,0,0,1
ZONE_05475,7,2304,0,0,0,3
ZONE_05476,4,878,0,0,1,1
ZONE_05477,5,1597,1,0,1,2
ZONE_05478,1,729,1,0,0,5
ZONE_05479,9,1634,0,0,0,1
ZONE_05480,1,2247,1,0,0,5
ZONE_05481,0,1064,1,0,1,3
ZONE_05482,0,1082,0,0,1,1
ZONE_05483,5,1228,1,1,0,2
ZONE_05484,5,1065,1,1,1,2
ZONE_05485,1,2588,1,0,1,2
ZONE_05486,1,1478,0,0,0,3
ZONE_05487,6,986,0,1,1,5
ZONE_05488,2,853,1,0,0,1
ZONE_05489,5,2072,0,0,1,4
ZONE_05490,7,2887,1,0,1,1
ZONE_05491,5,1287,0,1,0,3
ZONE_05492,8,2580,0,0,0,4
ZONE_05493,3,743,1,0,0,5
ZONE_05494,0,1069,1,0,1,5
ZONE_05495,2,698,0,1,1,4
ZONE_05496,8,1849,1,1,1,1
ZONE_05497,0,1208,1,0,1,4
ZONE_05498,5,2448,1,0,0,3
ZONE_05499,2,1879,1,1,1,3
ZONE_05500,6,2002,1,0,0,5
ZONE_05501,3,2929,1,0,0,1
ZONE_05502,5,1968,1,1,0,3
ZONE_05503,1,576,0,1,1,1
ZONE_05504,8,2649,0,1,1,1
ZONE_05505,7,1132,1,1,1,5
ZONE_05506,5,2161,1,0,1,4
ZONE_05507,7,2311,0,1,1,4
ZONE_05508,2,1664,1,1,1,3
ZONE_05509,8,1042,0,0,1,3
ZONE_05510,9,2849,1,1,0,3
ZONE_05511,3,2936,1,0,1,5
ZONE_05512,8,1969,0,0,1,2
ZONE_05513,0,604,1,1,1,2
ZONE_05514,2,1179,0,1,1,2
ZONE_05515,0,1259,1,1,0,1
ZONE_05516,2,520,1,1,1,2
ZONE_05517,9,1608,0,0,0,4
ZONE_05518,7,1750,0,0,0,5
ZONE_05519,2,2584,1,0,1,5
ZONE_05520,0,1826,0,0,1,1
ZONE_05521,0,1860,0,0,1,4
ZONE_05522,1,2420,1,0,0,5
ZONE_05523,4,1732,0,1,0,4
ZONE_05524,7,1480,1,0,0,4
ZONE_05525,4,712,0,1,1,1
ZONE_05526,0,2732,1,1,1,2
ZONE_05527,4,2825,1,1,1,4
ZONE_05528,4,1693,0,0,0,3
ZONE_05529,7,2850,0,0,1,4
ZONE_05530,4,2625,0,0,0,3
ZONE_05531,4,1275,0,1,0,1
ZONE_05532,9,803,1,1,0,3
ZONE_05533,5,1598,1,1,1,3
ZONE_05534,9,2993,1,0,1,5
ZONE_05535,1,979,0,1,1,3
ZONE_05536,2,1525,0,1,0,4
ZONE_05537,7,508,1,1,0,4
ZONE_05538,8,1235,1,1,0,4
ZONE_05539,4,2074,0,1,0,2
ZONE_05540,4,2242,0,0,0,4
ZONE_05541,2,2387,0,1,1,3
ZONE_05542,9,1494,1,0,0,2
ZONE_05543,4,2757,1,1,1,2
ZONE_05544,4,820,0,1,1,3
ZONE_05545,2,1285,1,0,1,4
ZONE_05546,2,2435,1,0,0,1
ZONE_05547,6,765,0,1,0,5
ZONE_05548,2,2399,0,1,0,5
ZONE_05549,5,1643,1,0,1,4
ZONE_05550,3,528,0,0,1,3
ZONE_05551,2,1233,1,0,0,4
ZONE_05552,1,962,0,0,0,4
ZONE_05553,2,1232,1,1,0,5
ZONE_05554,5,1949,0,0,1,1
ZONE_05555,8,1765,1,1,0,4
ZONE_05556,3,2965,0,0,0,5
ZONE_05557,9,1492,1,1,0,2
ZONE_05558,7,1037,0,1,0,2
ZONE_05559,6,1328,0,0,0,3
ZONE_05560,5,1570,0,1,1,1
ZONE_05561,4,697,1,0,0,1
ZONE_05562,2,1975,0,0,1,4
ZONE_05563,0,934,1,0,1,3
ZONE_05564,4,2525,1,1,0,4
ZONE_05565,6,2337,1,1,1,1
ZONE_05566,2,1789,0,1,1,2
ZONE_05567,1,1287,0,0,0,5
ZONE_05568,2,737,1,0,1,5
ZONE_05569,4,2555,1,1,0,1
ZONE_05570,9,624,1,1,0,1
ZONE_05571,5,1269,1,0,1,5
ZONE_05572,8,2714,1,1,0,5
ZONE_05573,5,2485,1,1,1,5
ZONE_05574,2,920,1,0,1,5
ZONE_05575,8,1412,0,1,0,5
ZONE_05576,9,2227,1,1,0,5
ZONE_05577,7,2913,0,1,0,4
ZONE_05578,9,1221,0,0,0,3
ZONE_05579,2,2642,0,1,0,4
ZONE_05580,9,2940,0,1,0,5
ZONE_05581,5,2335,1,1,0,2
ZONE_05582,6,2106,1,1,0,3
ZONE_05583,2,1300,0,1,0,1
ZONE_05584,4,1798,0,0,1,5
ZONE_05585,2,1780,0,1,0,3
ZONE_05586,3,1582,1,1,1,3
ZONE_05587,9,2685,1,1,1,3
ZONE_05588,3,2919,0,1,1,1
ZONE_05589,0,648,0,0,1,3
ZONE_05590,7,1789,1,0,0,4
ZONE_05591,0,2770,0,0,1,2
ZONE_05592,5,2291,0,0,1,1
ZONE_05593,5,851,0,0,0,4
ZONE_05594,8,1075,0,1,0,3
ZONE_05595,6,2278,0,0,1,3
ZONE_05596,9,1336,1,0,1,4
ZONE_05597,8,1192,1,0,0,3
ZONE_05598,4,1151,1,1,1,4
ZONE_05599,0,1261,0,1,1,3
ZONE_05600,9,1529,1,1,0,4
ZONE_05601,0,2636,0,0,1,2
ZONE_05602,6,1443,0,1,0,1
ZONE_05603,0,1688,1,1,1,5
ZONE_05604,4,705,0,0,0,4
ZONE_05605,8,2776,0,0,0,2
ZONE_05606,8,1544,1,0,1,1
ZONE_05607,4,2717,1,0,1,3
ZONE_05608,2,922,0,0,1,1
ZONE_05609,8,526,0,0,0,4
ZONE_05610,7,2076,0,1,1,4
ZONE_05611,8,2978,1,0,1,5
ZONE_05612,2,2580,0,0,0,2
ZONE_05613,8,2714,0,0,1,4
ZONE_05614,8,769,1,0,0,4
ZONE_05615,9,661,1,0,0,5
ZONE_05616,1,2762,1,1,0,2
ZONE_05617,5,2496,0,0,1,5
ZONE_05618,5,1330,0,1,1,4
ZONE_05619,0,724,0,1,1,5
ZONE_05620,1,1925,1,0,0,5
ZONE_05621,4,1190,1,0,0,4
ZONE_05622,6,605,0,1,1,5
ZONE_05623,9,1962,1,1,1,5
ZONE_05624,9,1400,1,1,1,5
ZONE_05625,3,1583,0,1,0,3
ZONE_05626,5,697,1,1,0,3
ZONE_05627,3,1675,0,1,1,5
ZONE_05628,5,1462,0,1,0,1
ZONE_05629,7,962,0,1,1,2
ZONE_05630,1,2185,0,1,0,1
ZONE_05631,8,863,0,1,1,2
ZONE_05632,8,2261,1,0,1,4
ZONE_05633,2,1298,1,0,0,4
ZONE_05634,4,1198,1,0,0,3
ZONE_05635,6,1331,0,1,1,2
ZONE_05636,1,2303,0,0,0,2
ZONE_05637,0,544,0,1,1,2
ZONE_05638,4,1521,0,0,0,4
ZONE_05639,8,2404,1,0,0,4
ZONE_05640,0,2363,1,1,1,2
ZONE_05641,4,1059,1,1,1,1
ZONE_05642,1,606,1,1,1,4
ZONE_05643,6,2473,0,1,1,4
ZONE_05644,7,1339,1,0,1,3
ZONE_05645,1,1739,1,1,0,4
ZONE_05646,6,1738,0,1,0,1
ZONE_05647,8,1438,0,1,1,4
ZONE_05648,9,1332,0,1,1,3
ZONE_05649,0,938,1,1,1,1
ZONE_05650,6,1430,1,0,1,1
ZONE_05651,0,1951,1,0,0,3
ZONE_05652,5,2290,0,1,0,4
ZONE_05653,4,2540,1,0,1,4
ZONE_05654,4,2740,1,0,0,2
ZONE_05655,2,1258,0,1,0,1
ZONE_05656,2,2535,1,1,0,1
ZONE_05657,1,1303,1,0,1,1
ZONE_05658,7,1143,1,1,0,5
ZONE_05659,6,852,1,1,1,5
ZONE_05660,3,1447,1,0,1,4
ZONE_05661,5,1355,0,0,1,4
ZONE_05662,9,2177,1,0,0,5
ZONE_05663,5,611,0,1,1,3
ZONE_05664,9,1252,1,0,1,4
ZONE_05665,2,1527,1,1,1,4
ZONE_05666,1,2932,0,1,0,5
ZONE_05667,9,1214,1,1,1,3
ZONE_05668,4,1828,1,1,0,4
ZONE_05669,2,1230,0,0,0,3
ZONE_05670,4,1716,0,0,1,5
ZONE_05671,9,1379,1,1,1,2
ZONE_05672,8,1493,1,1,1,3
ZONE_05673,6,2753,1,0,1,1
ZONE_05674,2,1602,0,1,1,1
ZONE_05675,6,2652,0,0,0,2
ZONE_05676,9,2346,1,1,0,4
ZONE_05677,8,2767,0,1,0,1
ZONE_05678,6,2009,1,1,1,1
ZONE_05679,7,1129,0,0,1,3
ZONE_05680,5,1995,1,1,1,4
ZONE_05681,2,2341,1,0,0,5
ZONE_05682,7,2181,1,0,0,4
ZONE_05683,7,1510,0,0,0,1
ZONE_05684,8,653,1,1,0,2
ZONE_05685,9,2453,0,1,1,4
ZONE_05686,3,624,1,1,1,2
ZONE_05687,1,2769,0,0,0,1
ZONE_05688,4,551,0,1,1,4
ZONE_05689,0,2525,1,1,1,3
ZONE_05690,0,1311,0,0,1,1
ZONE_05691,8,639,1,0,1,1
ZONE_05692,3,1751,0,1,1,4
ZONE_05693,8,2765,0,1,1,5
ZONE_05694,3,2164,1,0,1,2
ZONE_05695,3,1088,0,1,1,1
ZONE_05696,9,1448,1,0,0,3
ZONE_05697,8,2938,1,0,1,2
ZONE_05698,3,1177,1,1,1,4
ZONE_05699,8,2659,0,0,1,3
ZONE_05700,8,2573,1,0,0,1
ZONE_05701,3,2431,0,1,0,3
ZONE_05702,7,1002,1,1,0,4
ZONE_05703,8,1813,0,0,0,1
ZONE_05704,9,1554,0,0,1,3
